id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
7055,Male,46,1,44,1,< 1 Year,Yes,48517,68,56,1
7056,Male,62,1,46,1,< 1 Year,No,35159,17,234,1
7057,Female,32,0,1,1,1-2 Year,Yes,34750,26,125,1
7058,Male,23,1,41,0,< 1 Year,No,35616,95,25,1
7059,Female,65,1,9,0,> 2 Years,No,57416,103,91,0
7060,Female,32,1,32,0,> 2 Years,Yes,37330,101,93,1
7061,Female,60,1,20,0,> 2 Years,Yes,49023,104,158,1
7062,Male,37,1,13,1,> 2 Years,No,36244,138,219,1
7063,Female,51,0,40,1,1-2 Year,Yes,52515,100,7,0
7064,Female,77,1,11,1,> 2 Years,Yes,53838,110,141,0
7065,Male,77,1,46,1,1-2 Year,No,42876,51,135,0
7066,Female,79,1,48,0,1-2 Year,No,22857,34,99,1
7067,Male,19,1,43,1,1-2 Year,No,25070,142,198,1
7068,Male,61,1,42,1,1-2 Year,Yes,52920,101,22,1
7069,Male,33,1,26,1,> 2 Years,No,54418,38,21,0
7070,Male,36,1,40,1,< 1 Year,No,40354,48,18,0
7071,Male,51,1,11,1,1-2 Year,Yes,54098,28,48,1
7072,Male,66,1,25,1,1-2 Year,Yes,49983,120,93,0
7073,Female,31,1,40,1,> 2 Years,Yes,46929,122,26,1
7074,Male,41,1,25,1,< 1 Year,No,47715,76,39,0
7075,Male,45,1,20,1,1-2 Year,No,53052,65,165,1
7076,Male,65,1,42,0,> 2 Years,Yes,38974,60,190,1
7077,Male,49,1,49,1,< 1 Year,Yes,25599,13,156,1
7078,Female,54,1,11,0,> 2 Years,No,48695,52,268,0
7079,Male,27,1,44,1,> 2 Years,Yes,26782,101,28,1
7080,Female,66,1,10,1,1-2 Year,Yes,47933,104,216,1
7081,Male,62,1,49,1,> 2 Years,Yes,47632,43,31,0
7082,Female,65,1,3,1,> 2 Years,Yes,41266,42,256,0
7083,Male,26,1,39,1,1-2 Year,Yes,56515,151,184,0
7084,Male,41,1,27,0,< 1 Year,Yes,33061,67,119,1
7085,Female,53,1,35,1,> 2 Years,Yes,57606,69,291,1
7086,Male,73,0,49,1,< 1 Year,Yes,25906,79,141,0
7087,Female,46,1,40,1,< 1 Year,No,56269,110,73,0
7088,Female,77,1,31,0,> 2 Years,No,44815,117,144,1
7089,Male,46,1,21,1,< 1 Year,No,27719,69,245,1
7090,Male,75,0,22,1,> 2 Years,No,44721,98,47,0
7091,Male,65,1,19,0,1-2 Year,Yes,29507,123,136,1
7092,Female,40,0,14,1,> 2 Years,Yes,58829,46,176,1
7093,Female,44,1,37,0,< 1 Year,Yes,50007,87,209,1
7094,Male,48,1,45,1,1-2 Year,No,27797,17,192,1
7095,Male,60,1,23,1,1-2 Year,Yes,28817,137,147,1
7096,Male,24,0,26,1,< 1 Year,Yes,46852,68,43,0
7097,Female,66,1,43,1,1-2 Year,Yes,56630,30,91,1
7098,Male,71,1,44,0,1-2 Year,No,38691,95,88,1
7099,Male,62,1,40,1,> 2 Years,Yes,27152,61,197,1
7100,Female,21,1,12,0,1-2 Year,Yes,32901,155,181,1
7101,Male,31,1,1,1,1-2 Year,No,57253,45,175,0
7102,Male,59,1,34,0,1-2 Year,No,47264,40,294,0
7103,Female,59,1,44,1,> 2 Years,Yes,26257,61,57,0
7104,Female,27,0,19,1,> 2 Years,Yes,55774,121,265,0
7105,Male,76,1,23,1,> 2 Years,Yes,39662,41,143,1
7106,Male,61,1,7,1,1-2 Year,No,22895,88,236,0
7107,Male,51,1,7,0,1-2 Year,Yes,44406,119,27,1
7108,Male,43,1,1,1,< 1 Year,Yes,51848,80,173,1
7109,Female,40,1,18,1,> 2 Years,Yes,37092,105,6,1
7110,Male,26,1,8,0,1-2 Year,No,53962,38,39,1
7111,Female,78,1,25,1,> 2 Years,No,36644,146,16,1
7112,Female,54,1,42,1,< 1 Year,Yes,46485,99,256,0
7113,Male,25,1,29,0,1-2 Year,Yes,39619,5,285,1
7114,Male,70,1,23,0,1-2 Year,No,45250,101,225,0
7115,Male,31,1,29,0,< 1 Year,No,50884,139,82,0
7116,Female,24,1,1,0,< 1 Year,No,44489,4,257,1
7117,Female,24,1,15,0,1-2 Year,No,37647,101,141,1
7118,Male,26,1,15,1,1-2 Year,No,51271,61,20,0
7119,Female,20,1,28,0,> 2 Years,Yes,33839,124,102,1
7120,Male,31,1,36,0,1-2 Year,Yes,52964,115,82,1
7121,Female,34,1,42,0,1-2 Year,Yes,54058,12,126,1
7122,Male,67,1,40,1,1-2 Year,Yes,21074,49,37,1
7123,Male,61,1,32,1,1-2 Year,Yes,58620,111,142,1
7124,Female,39,1,46,1,< 1 Year,Yes,43919,28,65,0
7125,Male,63,1,13,1,1-2 Year,Yes,39821,34,200,1
7126,Male,43,1,21,1,< 1 Year,No,53713,6,225,0
7127,Male,75,1,49,0,1-2 Year,Yes,45282,152,250,0
7128,Male,45,1,39,0,> 2 Years,Yes,55754,34,9,1
7129,Male,62,1,38,0,1-2 Year,Yes,59916,72,55,1
7130,Female,31,1,9,0,< 1 Year,Yes,36173,16,32,1
7131,Male,26,1,20,0,< 1 Year,No,41855,80,250,1
7132,Male,68,1,20,1,< 1 Year,No,33643,16,18,1
7133,Female,43,1,8,0,1-2 Year,Yes,55931,116,293,1
7134,Male,19,1,14,1,1-2 Year,Yes,56831,115,191,1
7135,Male,28,1,20,1,< 1 Year,No,38224,84,275,1
7136,Female,34,1,35,1,> 2 Years,Yes,33168,142,133,1
7137,Female,51,1,45,0,1-2 Year,Yes,58414,122,140,1
7138,Female,36,1,21,1,> 2 Years,Yes,36160,59,198,0
7139,Female,56,1,41,1,> 2 Years,No,40575,147,209,0
7140,Male,35,1,41,1,> 2 Years,No,31763,26,133,1
7141,Female,30,1,22,1,> 2 Years,Yes,25749,19,284,1
7142,Male,22,1,43,1,< 1 Year,No,49324,124,92,1
7143,Female,67,1,6,0,< 1 Year,Yes,28884,128,90,1
7144,Male,40,1,44,0,> 2 Years,No,34502,49,72,0
7145,Female,75,1,27,0,1-2 Year,Yes,48613,30,80,0
7146,Female,73,1,4,1,> 2 Years,Yes,59739,57,71,1
7147,Female,41,1,4,0,< 1 Year,Yes,43432,85,17,1
7148,Male,46,0,28,0,< 1 Year,No,21129,36,51,0
7149,Male,65,1,27,1,1-2 Year,Yes,49561,28,99,0
7150,Female,64,1,17,0,< 1 Year,Yes,35499,97,187,1
7151,Female,25,1,39,1,1-2 Year,Yes,53868,32,71,0
7152,Male,43,1,38,1,> 2 Years,Yes,59805,87,51,0
7153,Female,32,1,29,0,< 1 Year,Yes,30289,76,18,1
7154,Female,74,1,40,0,1-2 Year,Yes,24787,154,117,1
7155,Male,18,1,7,1,1-2 Year,Yes,48122,70,155,0
7156,Female,45,1,8,1,1-2 Year,Yes,20347,87,209,1
7157,Male,66,1,41,1,< 1 Year,Yes,59396,110,160,1
7158,Male,79,1,33,0,< 1 Year,Yes,33940,79,75,1
7159,Male,64,1,32,0,< 1 Year,Yes,21545,32,204,1
7160,Male,63,1,35,0,> 2 Years,Yes,30331,64,174,1
7161,Female,31,1,18,1,> 2 Years,Yes,39750,77,164,1
7162,Male,59,1,43,0,> 2 Years,Yes,36030,127,76,1
7163,Female,51,1,16,0,< 1 Year,Yes,55473,156,140,1
7164,Female,76,1,18,1,< 1 Year,No,20772,115,212,1
7165,Female,48,1,38,1,> 2 Years,Yes,40892,97,170,0
7166,Male,23,1,25,0,> 2 Years,No,52707,119,287,1
7167,Female,79,1,34,1,1-2 Year,Yes,35543,39,261,1
7168,Male,66,1,4,1,1-2 Year,Yes,59052,45,84,0
7169,Male,22,0,5,1,1-2 Year,Yes,29287,141,232,0
7170,Male,48,1,14,1,< 1 Year,Yes,56529,148,175,1
7171,Male,54,1,1,1,> 2 Years,Yes,58002,58,248,1
7172,Female,32,1,22,1,< 1 Year,Yes,57289,147,170,0
7173,Male,32,1,46,1,1-2 Year,Yes,58498,91,257,0
7174,Female,69,1,21,1,> 2 Years,No,53355,137,184,0
7175,Male,60,1,13,1,< 1 Year,Yes,48946,77,139,1
7176,Male,22,1,48,1,> 2 Years,Yes,40214,147,237,0
7177,Female,45,1,36,1,> 2 Years,Yes,59906,55,169,1
7178,Female,50,1,29,0,< 1 Year,Yes,41287,119,292,0
7179,Male,28,1,38,0,1-2 Year,Yes,24855,106,123,1
7180,Male,60,1,9,1,1-2 Year,Yes,48286,39,287,1
7181,Male,23,1,33,1,< 1 Year,Yes,39233,145,88,1
7182,Male,40,1,22,1,> 2 Years,No,57499,60,285,0
7183,Female,57,1,17,1,> 2 Years,No,51750,42,297,0
7184,Female,19,1,23,0,> 2 Years,Yes,23621,130,41,1
7185,Male,32,1,36,1,> 2 Years,Yes,25932,50,251,1
7186,Female,40,0,6,1,< 1 Year,No,30714,67,139,1
7187,Male,39,1,48,0,> 2 Years,Yes,40702,148,248,1
7188,Male,26,1,39,0,> 2 Years,Yes,30103,1,95,1
7189,Male,64,1,29,0,< 1 Year,Yes,35489,133,207,1
7190,Female,57,1,27,0,> 2 Years,Yes,32252,97,99,1
7191,Male,47,1,5,0,1-2 Year,Yes,43076,126,132,1
7192,Male,33,1,9,1,> 2 Years,No,26174,87,244,1
7193,Male,76,1,24,1,> 2 Years,Yes,42057,146,31,0
7194,Male,63,1,19,1,1-2 Year,Yes,38029,68,221,1
7195,Female,64,1,33,1,< 1 Year,Yes,31220,105,286,1
7196,Male,69,1,30,1,< 1 Year,Yes,22016,97,93,1
7197,Male,47,1,40,0,< 1 Year,Yes,26857,22,20,1
7198,Female,62,1,4,0,1-2 Year,No,22043,30,245,1
7199,Female,26,1,32,0,< 1 Year,No,21204,90,270,1
7200,Female,18,1,49,1,1-2 Year,Yes,44949,1,119,0
7201,Male,76,1,1,1,< 1 Year,No,41864,70,44,1
7202,Male,55,1,34,0,< 1 Year,Yes,31211,81,18,1
7203,Male,25,1,21,1,1-2 Year,Yes,30469,51,209,1
7204,Male,76,1,31,1,> 2 Years,Yes,41516,68,81,1
7205,Female,76,1,14,1,> 2 Years,Yes,41925,74,253,0
7206,Male,69,1,26,1,< 1 Year,No,35377,53,277,1
7207,Male,35,1,22,0,< 1 Year,Yes,43951,103,249,1
7208,Male,44,0,34,0,> 2 Years,Yes,24264,34,182,1
7209,Male,35,1,33,1,< 1 Year,Yes,21073,86,298,1
7210,Female,49,1,13,1,> 2 Years,No,39674,135,266,1
7211,Male,75,0,32,1,1-2 Year,No,27873,39,101,1
7212,Male,66,1,8,0,< 1 Year,Yes,20040,37,183,1
7213,Male,49,1,22,1,> 2 Years,Yes,27537,63,21,1
7214,Male,70,1,41,1,> 2 Years,No,21655,15,297,1
7215,Male,65,1,20,0,> 2 Years,Yes,30938,74,68,1
7216,Female,62,1,21,0,> 2 Years,Yes,20930,101,229,1
7217,Male,71,0,34,1,1-2 Year,Yes,34614,128,237,1
7218,Female,53,1,49,0,1-2 Year,Yes,46090,101,112,1
7219,Female,53,1,30,0,1-2 Year,Yes,46138,114,134,1
7220,Female,38,1,6,0,1-2 Year,No,49105,68,25,1
7221,Female,63,1,35,1,> 2 Years,Yes,32122,110,65,1
7222,Male,49,1,27,1,< 1 Year,Yes,28162,61,228,1
7223,Male,48,1,20,0,1-2 Year,Yes,23412,25,254,1
7224,Male,54,1,49,1,1-2 Year,Yes,38534,156,234,0
7225,Female,33,1,38,1,1-2 Year,No,44899,35,259,0
7226,Female,63,1,40,0,< 1 Year,Yes,58712,83,108,1
7227,Female,79,1,14,1,< 1 Year,Yes,23778,59,296,1
7228,Male,63,1,10,1,1-2 Year,Yes,26658,65,64,1
7229,Female,31,1,42,1,> 2 Years,No,25107,111,216,0
7230,Male,74,0,15,1,1-2 Year,No,20877,129,87,1
7231,Male,41,0,40,1,1-2 Year,Yes,26836,120,90,0
7232,Male,42,1,43,0,> 2 Years,No,46888,45,34,1
7233,Male,78,1,48,0,> 2 Years,Yes,42631,19,245,0
7234,Male,63,1,3,1,< 1 Year,Yes,54631,14,206,0
7235,Male,68,1,15,1,< 1 Year,Yes,26055,67,280,1
7236,Male,79,1,45,1,> 2 Years,No,26583,158,166,1
7237,Female,52,1,31,0,1-2 Year,No,52073,116,181,0
7238,Female,34,0,11,0,< 1 Year,Yes,53387,69,17,1
7239,Female,63,1,46,1,< 1 Year,No,29604,6,236,0
7240,Male,59,1,39,0,> 2 Years,Yes,25461,84,236,1
7241,Female,62,1,19,0,> 2 Years,Yes,36644,46,143,1
7242,Female,71,0,15,1,> 2 Years,Yes,48409,42,14,0
7243,Male,21,1,38,1,1-2 Year,No,30635,31,189,0
7244,Male,28,1,20,1,< 1 Year,Yes,22644,154,14,1
7245,Male,64,1,22,0,> 2 Years,No,40889,33,237,1
7246,Male,32,1,7,0,< 1 Year,No,58272,52,165,1
7247,Female,47,1,14,1,1-2 Year,Yes,40208,103,76,1
7248,Female,41,1,4,1,< 1 Year,Yes,42665,32,227,0
7249,Male,19,0,9,1,1-2 Year,Yes,32709,54,32,0
7250,Female,60,1,39,1,> 2 Years,No,20151,129,2,0
7251,Female,51,1,25,1,1-2 Year,Yes,26878,133,111,1
7252,Female,40,0,47,0,< 1 Year,Yes,25868,150,250,1
7253,Male,78,1,35,0,1-2 Year,Yes,36430,106,144,1
7254,Female,48,1,37,0,> 2 Years,Yes,28020,121,261,1
7255,Male,54,1,49,1,> 2 Years,Yes,31521,133,144,0
7256,Male,30,1,27,0,> 2 Years,No,27540,8,108,1
7257,Male,50,1,28,0,< 1 Year,Yes,23224,70,11,1
7258,Male,24,1,24,1,> 2 Years,Yes,42896,63,8,0
7259,Female,49,1,33,0,< 1 Year,Yes,58482,10,208,1
7260,Male,24,1,33,0,< 1 Year,No,59101,40,7,0
7261,Male,59,0,16,1,< 1 Year,Yes,39197,102,220,0
7262,Male,55,1,23,1,< 1 Year,No,29472,80,130,0
7263,Female,69,1,46,1,> 2 Years,Yes,39931,56,31,1
7264,Male,61,0,11,1,> 2 Years,Yes,29406,28,267,0
7265,Female,30,0,46,0,> 2 Years,No,53978,56,233,0
7266,Male,41,0,40,1,> 2 Years,No,38031,1,65,1
7267,Male,45,1,19,1,1-2 Year,No,39765,52,61,0
7268,Male,49,1,34,0,< 1 Year,Yes,38870,62,185,1
7269,Male,60,1,23,1,> 2 Years,Yes,28150,108,94,1
7270,Male,35,1,10,0,> 2 Years,Yes,57850,118,94,1
7271,Male,51,1,37,0,> 2 Years,Yes,26964,103,289,1
7272,Female,65,1,47,1,1-2 Year,Yes,20233,37,140,1
7273,Female,51,0,1,0,> 2 Years,Yes,55904,139,183,1
7274,Male,68,1,2,0,> 2 Years,Yes,46674,29,238,1
7275,Male,55,0,22,0,< 1 Year,Yes,54009,4,299,0
7276,Female,18,1,17,0,> 2 Years,Yes,32661,139,106,1
7277,Male,60,1,47,1,< 1 Year,No,39471,30,120,1
7278,Male,67,1,24,1,1-2 Year,Yes,28005,79,102,1
7279,Female,59,1,21,1,> 2 Years,Yes,44765,79,223,0
7280,Female,48,1,40,1,> 2 Years,No,50756,157,261,1
7281,Male,67,1,29,1,1-2 Year,Yes,26588,113,18,1
7282,Male,79,1,14,0,> 2 Years,Yes,37080,43,132,1
7283,Male,77,1,8,0,< 1 Year,No,20172,85,276,0
7284,Female,18,1,30,0,< 1 Year,Yes,25373,39,53,1
7285,Male,68,1,22,1,< 1 Year,No,28056,139,148,0
7286,Male,33,1,23,1,> 2 Years,No,32673,96,240,1
7287,Male,75,1,40,1,> 2 Years,Yes,30718,155,54,1
7288,Male,56,1,13,1,1-2 Year,Yes,55620,24,28,0
7289,Female,32,1,28,1,> 2 Years,Yes,31189,37,239,1
7290,Female,78,1,30,0,> 2 Years,Yes,30524,65,77,1
7291,Female,50,1,5,1,1-2 Year,Yes,41227,32,163,0
7292,Male,40,1,10,1,> 2 Years,Yes,25031,53,293,1
7293,Male,70,1,39,1,> 2 Years,No,56976,129,228,0
7294,Male,58,1,9,0,< 1 Year,Yes,53546,109,137,1
7295,Male,51,1,14,1,< 1 Year,Yes,31193,157,26,1
7296,Female,34,1,38,1,< 1 Year,No,27391,6,1,1
7297,Male,42,1,10,0,> 2 Years,No,48947,95,153,0
7298,Male,73,1,33,1,> 2 Years,Yes,40161,14,88,1
7299,Male,59,1,11,0,1-2 Year,No,20414,69,158,0
7300,Female,23,1,40,0,> 2 Years,Yes,30591,86,42,1
7301,Male,48,1,6,1,1-2 Year,Yes,43601,51,76,1
7302,Male,22,1,17,0,1-2 Year,Yes,56350,13,236,0
7303,Male,57,1,36,1,> 2 Years,Yes,44073,76,251,1
7304,Female,57,1,6,1,1-2 Year,Yes,42937,105,212,0
7305,Male,47,1,47,1,1-2 Year,Yes,57995,132,219,0
7306,Female,22,0,10,1,< 1 Year,Yes,52322,38,93,0
7307,Female,29,1,49,0,< 1 Year,Yes,55165,132,15,0
7308,Male,24,1,42,1,> 2 Years,Yes,26458,158,99,1
7309,Female,62,1,5,1,< 1 Year,No,46390,54,266,1
7310,Male,30,1,19,1,> 2 Years,Yes,34614,65,185,0
7311,Female,66,1,7,1,> 2 Years,Yes,25034,159,154,1
7312,Male,21,1,24,1,1-2 Year,No,28803,23,8,0
7313,Male,67,1,42,1,> 2 Years,No,47416,60,186,0
7314,Male,59,1,19,1,> 2 Years,Yes,57947,56,65,1
7315,Male,20,1,11,1,< 1 Year,Yes,20101,100,256,1
7316,Female,29,1,3,1,1-2 Year,No,21696,87,143,0
7317,Male,18,1,30,0,> 2 Years,Yes,52928,34,196,1
7318,Female,44,1,43,1,< 1 Year,Yes,51717,39,42,0
7319,Male,60,1,38,1,< 1 Year,Yes,51534,42,130,0
7320,Female,67,1,6,1,1-2 Year,Yes,38976,66,249,1
7321,Male,30,1,47,0,1-2 Year,No,56133,148,84,1
7322,Male,34,1,35,1,< 1 Year,No,29367,14,177,1
7323,Male,25,1,22,1,1-2 Year,Yes,54142,37,248,0
7324,Female,49,0,11,0,1-2 Year,No,49541,37,186,1
7325,Male,37,1,8,1,1-2 Year,Yes,46326,116,281,0
7326,Male,68,1,27,1,> 2 Years,Yes,54589,12,204,0
7327,Male,34,1,29,1,> 2 Years,Yes,57329,136,238,0
7328,Female,51,1,8,0,1-2 Year,Yes,29273,149,140,1
7329,Male,52,1,23,1,1-2 Year,Yes,24448,146,176,1
7330,Male,52,1,29,0,> 2 Years,No,39420,112,110,1
7331,Male,55,1,16,1,1-2 Year,Yes,41798,63,117,0
7332,Female,59,1,35,0,> 2 Years,No,31758,137,142,1
7333,Female,41,1,8,1,1-2 Year,Yes,30661,87,154,1
7334,Male,71,1,8,0,1-2 Year,Yes,26764,30,220,1
7335,Male,35,1,45,1,< 1 Year,No,28471,86,1,1
7336,Male,67,1,33,1,> 2 Years,Yes,30858,59,138,1
7337,Male,63,1,42,1,1-2 Year,Yes,44402,55,215,1
7338,Male,65,1,5,0,> 2 Years,Yes,25289,50,53,1
7339,Female,56,1,37,0,1-2 Year,Yes,23197,142,136,1
7340,Male,50,1,17,1,< 1 Year,Yes,26682,46,2,1
7341,Female,66,1,22,0,1-2 Year,Yes,33939,35,169,1
7342,Male,40,1,14,0,< 1 Year,Yes,58023,98,29,1
7343,Female,42,1,38,1,1-2 Year,Yes,26990,102,40,1
7344,Male,54,1,32,1,1-2 Year,No,44956,42,128,0
7345,Male,44,1,14,0,< 1 Year,No,38572,19,53,1
7346,Male,18,1,44,1,< 1 Year,Yes,52858,54,269,0
7347,Male,38,1,20,1,> 2 Years,No,24672,145,250,0
7348,Male,76,1,22,0,> 2 Years,No,48868,11,156,1
7349,Female,66,1,30,1,< 1 Year,Yes,28604,127,296,1
7350,Female,27,1,33,0,1-2 Year,Yes,57198,109,107,0
7351,Male,48,1,5,0,1-2 Year,Yes,33685,92,229,1
7352,Male,61,1,18,0,1-2 Year,No,45373,131,149,1
7353,Male,42,1,46,0,< 1 Year,Yes,47385,138,289,1
7354,Male,37,1,7,1,< 1 Year,Yes,36261,24,181,1
7355,Male,74,1,29,0,> 2 Years,Yes,27172,56,241,1
7356,Female,19,1,47,1,> 2 Years,No,43955,123,204,1
7357,Female,72,1,9,1,1-2 Year,Yes,26173,26,286,1
7358,Female,65,1,47,1,> 2 Years,Yes,21583,69,196,1
7359,Male,32,1,48,1,1-2 Year,No,36059,152,39,1
7360,Female,45,1,41,1,< 1 Year,No,26778,154,139,1
7361,Female,30,1,7,0,> 2 Years,No,24246,71,108,0
7362,Male,67,1,7,1,< 1 Year,No,35719,76,143,0
7363,Male,77,1,49,1,> 2 Years,No,23003,36,49,1
7364,Female,69,1,43,0,1-2 Year,No,22931,17,215,1
7365,Male,71,1,6,1,> 2 Years,No,34445,18,197,1
7366,Male,31,0,46,1,1-2 Year,No,32259,96,218,0
7367,Male,67,1,47,0,> 2 Years,Yes,46345,66,138,1
7368,Male,19,1,40,1,< 1 Year,Yes,59718,113,79,0
7369,Male,51,1,27,0,< 1 Year,Yes,56198,138,298,1
7370,Female,52,1,4,0,> 2 Years,Yes,30931,39,292,1
7371,Female,54,1,1,1,> 2 Years,No,44667,142,45,1
7372,Female,42,1,6,1,> 2 Years,Yes,22074,116,10,1
7373,Male,65,1,31,0,1-2 Year,No,58270,138,197,1
7374,Female,71,1,1,1,1-2 Year,No,44594,55,18,0
7375,Male,32,1,5,1,1-2 Year,Yes,59247,152,264,1
7376,Male,29,1,19,1,< 1 Year,Yes,39874,126,108,1
7377,Male,79,1,5,0,> 2 Years,Yes,40868,40,60,1
7378,Male,26,1,5,1,> 2 Years,Yes,56740,124,141,0
7379,Male,75,1,49,1,> 2 Years,Yes,42789,63,229,0
7380,Male,48,0,31,1,1-2 Year,Yes,24136,105,139,1
7381,Male,31,1,44,1,1-2 Year,No,50389,9,259,0
7382,Male,46,1,7,1,> 2 Years,Yes,54863,137,72,0
7383,Female,70,1,15,0,> 2 Years,Yes,43972,139,209,1
7384,Male,65,1,13,1,> 2 Years,Yes,39639,85,230,1
7385,Female,60,1,12,0,> 2 Years,Yes,30495,113,13,1
7386,Male,55,1,19,0,> 2 Years,Yes,41024,24,49,1
7387,Male,59,1,13,0,< 1 Year,Yes,37826,1,291,1
7388,Female,77,1,27,1,> 2 Years,Yes,54917,61,136,1
7389,Male,25,1,38,0,< 1 Year,No,42503,85,170,1
7390,Male,65,1,33,0,> 2 Years,No,35237,21,120,1
7391,Female,20,1,6,0,> 2 Years,Yes,51021,4,79,1
7392,Male,19,1,13,0,< 1 Year,No,23657,100,246,1
7393,Female,33,1,13,1,1-2 Year,Yes,47683,58,59,0
7394,Male,36,1,13,1,< 1 Year,No,48806,135,77,1
7395,Male,47,1,20,0,< 1 Year,Yes,34214,129,254,1
7396,Male,58,1,36,0,< 1 Year,Yes,26720,77,275,1
7397,Male,33,0,37,1,1-2 Year,Yes,56130,123,57,0
7398,Female,48,1,45,1,< 1 Year,No,20696,136,63,1
7399,Female,71,1,9,1,< 1 Year,Yes,22076,117,8,1
7400,Male,75,1,17,0,< 1 Year,No,44357,60,43,0
7401,Male,45,1,35,1,< 1 Year,Yes,29715,86,153,1
7402,Female,21,1,18,1,< 1 Year,Yes,38663,114,282,0
7403,Male,27,1,25,1,> 2 Years,Yes,35190,9,259,1
7404,Male,68,1,15,0,> 2 Years,No,59533,73,277,1
7405,Male,62,1,23,0,> 2 Years,Yes,49263,128,140,1
7406,Male,35,1,1,1,< 1 Year,Yes,21869,82,27,1
7407,Female,64,0,41,0,> 2 Years,No,44911,17,248,0
7408,Female,49,0,38,0,1-2 Year,Yes,26533,7,171,1
7409,Male,47,0,18,1,1-2 Year,Yes,54867,103,182,0
7410,Male,53,1,1,1,1-2 Year,Yes,40311,51,54,0
7411,Male,26,1,39,1,< 1 Year,Yes,29586,144,117,1
7412,Male,53,1,10,1,1-2 Year,Yes,23866,92,269,1
7413,Male,46,1,31,1,> 2 Years,No,59448,25,275,0
7414,Female,33,1,38,1,> 2 Years,No,39363,22,116,1
7415,Male,45,1,7,1,> 2 Years,No,22562,34,94,1
7416,Male,38,1,38,1,> 2 Years,Yes,37036,143,206,0
7417,Male,64,1,8,1,> 2 Years,Yes,35683,16,58,1
7418,Male,73,1,34,0,1-2 Year,No,43690,16,32,0
7419,Male,19,1,9,1,> 2 Years,No,38863,38,49,0
7420,Female,77,1,25,0,> 2 Years,Yes,29019,86,102,1
7421,Male,76,1,27,1,< 1 Year,Yes,24097,93,142,1
7422,Female,63,1,41,0,> 2 Years,No,38286,88,46,0
7423,Male,52,0,7,1,1-2 Year,Yes,32044,105,92,1
7424,Male,71,1,32,0,1-2 Year,No,30786,50,189,1
7425,Male,45,1,9,1,> 2 Years,Yes,41298,38,20,1
7426,Male,72,1,17,0,> 2 Years,Yes,54923,23,153,1
7427,Male,53,1,35,1,> 2 Years,Yes,57488,89,189,1
7428,Male,79,1,48,1,> 2 Years,No,48711,36,27,0
7429,Female,48,1,16,0,< 1 Year,Yes,36888,98,249,1
7430,Female,50,1,2,0,< 1 Year,No,41452,141,243,1
7431,Male,40,1,43,1,1-2 Year,Yes,56788,97,239,0
7432,Male,77,1,31,1,> 2 Years,Yes,31891,105,49,1
7433,Male,58,1,16,0,< 1 Year,Yes,45896,110,17,1
7434,Male,34,1,47,0,> 2 Years,Yes,49587,132,131,1
7435,Male,63,1,33,1,1-2 Year,Yes,42951,117,182,1
7436,Female,66,0,21,0,> 2 Years,Yes,21596,36,136,1
7437,Male,18,1,17,1,< 1 Year,Yes,58860,126,55,1
7438,Male,59,1,35,1,< 1 Year,No,22322,54,225,0
7439,Male,40,1,7,0,< 1 Year,No,27196,79,159,1
7440,Male,65,1,29,1,1-2 Year,Yes,59442,60,264,0
7441,Female,44,1,11,1,< 1 Year,Yes,27706,142,5,1
7442,Male,42,1,30,1,> 2 Years,No,47047,127,133,0
7443,Male,49,1,18,1,1-2 Year,Yes,25197,60,34,1
7444,Female,36,1,46,1,> 2 Years,Yes,34048,60,239,1
7445,Male,41,1,16,1,> 2 Years,Yes,45501,22,1,1
7446,Female,74,1,6,1,> 2 Years,No,51280,65,10,0
7447,Male,20,1,2,0,< 1 Year,Yes,34068,159,294,1
7448,Male,77,1,43,0,> 2 Years,Yes,56160,119,8,1
7449,Female,29,1,43,1,< 1 Year,Yes,39742,111,153,1
7450,Male,52,1,10,1,< 1 Year,No,20315,102,93,1
7451,Male,32,1,4,0,1-2 Year,No,25332,150,37,0
7452,Male,34,1,49,1,< 1 Year,Yes,27841,125,213,1
7453,Male,67,1,10,1,> 2 Years,No,55868,86,31,1
7454,Female,49,0,9,0,1-2 Year,Yes,48142,4,110,0
7455,Female,24,1,45,0,1-2 Year,Yes,39799,114,152,1
7456,Female,36,1,43,0,< 1 Year,Yes,25245,104,190,1
7457,Female,24,1,42,1,1-2 Year,Yes,35454,7,134,1
7458,Male,22,1,24,1,< 1 Year,No,24254,155,51,1
7459,Male,75,1,5,0,< 1 Year,Yes,29803,99,238,1
7460,Male,57,1,35,1,1-2 Year,Yes,40615,102,76,1
7461,Male,38,1,4,1,> 2 Years,Yes,38666,93,253,1
7462,Male,65,1,35,1,> 2 Years,No,41242,5,210,1
7463,Female,65,1,42,0,< 1 Year,Yes,44857,82,153,1
7464,Male,68,0,13,1,> 2 Years,No,26327,90,190,1
7465,Male,74,0,37,0,< 1 Year,Yes,30361,55,66,1
7466,Male,64,1,32,0,> 2 Years,Yes,57181,2,23,0
7467,Female,24,1,45,0,< 1 Year,No,47181,95,27,1
7468,Female,54,1,1,0,> 2 Years,No,53973,153,120,1
7469,Female,40,1,11,1,1-2 Year,Yes,26920,89,157,1
7470,Male,28,0,26,1,1-2 Year,Yes,26487,22,47,1
7471,Female,27,1,3,1,< 1 Year,No,31158,21,294,1
